Name,StructType,Project_Id,ProjectLnk,Status,Appear_Dt,Appear_Src,Disapp_Dt,Disapp_Src,Editor,Edit_Dt,EditAction,Model_ID,Model_Cred,ModelBatch,Model_File,Model_Dt,Model_Note,Model_LOD,Survey_Dt,Survey_Src,Centr_Lat,Centr_Lon,Gnd_El_Ft,Z_Max_Ft,Z_MIn_Ft,Height_Ft,Tile_ID,Parcel_ID,Struct_ID,StructUse,GoogleLnk,NearMapLnk,Struct_Lnk,Parcel_Lnk,chgAction,chgStatus,chgStatDt,chgStatSrc,chgQAIssue,chgFlag,ChgEdBatch,RecInitUsr,RecInitDt,ChgFlagger,ChgFlagDt
61 BEACON ST,Building,0,,Current,19990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_DFCGFFS,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3565579572,-71.0687384894,17.4416608436,71.9999868333,8.00011483334,54.5583259897,BOS_H_4,0501432000,,,"https://www.google.com/maps/search//@42.3545579571786,-71.0687384893582,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3565579571786,-71.0687384893582,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501432000,,,,,,,,,,,
61 BEACON ST,Building,0,,Current,19990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_3JVPCPI,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3568261196,-71.0688217546,18.6509968548,28.0000748333,8.00011483334,9.34907797851,BOS_H_4,0501432000,,,"https://www.google.com/maps/search//@42.354826119551696,-71.0688217545662,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3568261195517,-71.0688217545662,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501432000,,,,,,,,,,,
4 ACORN ST,Building,0,,Current,18250101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_T7FDP2Q,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.357571895,-71.0688386595,31.1488509174,71.9999868333,26.0000788333,40.8511359159,BOS_H_4,0501527000,,,"https://www.google.com/maps/search//@42.355571895007195,-71.0688386594522,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3575718950072,-71.0688386594522,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501527000,,,,,,,,,,,
51 CHESTNUT ST,Building,0,,Current,18300101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_42635Y7,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3573757767,-71.0688425476,24.5253942823,65.4999998333,18.0000948333,40.9746055511,BOS_H_4,0501538000,,,"https://www.google.com/maps/search//@42.3553757766636,-71.0688425476292,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3573757766636,-71.0688425476292,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501538000,,,,,,,,,,,
6 ACORN ST,Building,0,,Current,18900101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_JL78KUW,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3575245555,-71.06898219,26.3997886234,68.9999928333,19.5000918333,42.6002042099,BOS_H_4,0501525000,,,"https://www.google.com/maps/search//@42.3555245555448,-71.0689821899933,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3575245555448,-71.0689821899933,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501525000,,,,,,,,,,,
55 CHESTNUT ST,Building,0,,Current,18900101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_FV1M73P,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3573420191,-71.0689947577,20.1428665024,64.0000028333,15.0001008333,43.8571363309,BOS_H_4,0501540000,,,"https://www.google.com/maps/search//@42.3553420191066,-71.0689947577483,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3573420191066,-71.0689947577483,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501540000,,,,,,,,,,,
53 CHESTNUT ST,Building,0,,Current,19000101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_W0X1YFP,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3573585119,-71.0689179926,22.96,65.4999998333,16.5000978333,42.5399998333,BOS_H_4,0501539000,,,"https://www.google.com/maps/search//@42.355358511911895,-71.0689179925719,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3573585119119,-71.0689179925719,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501539000,,,,,,,,,,,
8 ACORN ST,Building,0,,Current,19000101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_KRAZV8K,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3574978214,-71.0691085701,22.96,56.0000188333,18.0000948333,33.0400188333,BOS_H_4,0501523000,,,"https://www.google.com/maps/search//@42.3554978214301,-71.0691085701233,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3574978214301,-71.0691085701233,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501523000,,,,,,,,,,,
64 CHESTNUT ST,Building,0,,Current,18900101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_HLV045Z,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3570487955,-71.0691399562,13.737646125,28.0000748333,8.00011483334,14.2624287083,BOS_H_4,0501444000,,,"https://www.google.com/maps/search//@42.3550487954762,-71.0691399562292,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3570487954762,-71.0691399562292,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501444000,,,,,,,,,,,
5 W CEDAR ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_3F417NA,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3574810568,-71.0691632705,21.4991271751,57.5000158333,16.5000978333,36.0008886583,BOS_H_4,0501522000,,,"https://www.google.com/maps/search//@42.355481056778096,-71.069163270472,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3574810567781,-71.069163270472,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501522000,,,,,,,,,,,
7 W CEDAR ST,Building,0,,Current,18340101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_QGDY38U,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.35760364,-71.0691794965,22.96,73.9999828333,19.5000918333,51.0399828333,BOS_H_4,0501541000,,,"https://www.google.com/maps/search//@42.3556036399778,-71.0691794964966,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3576036399778,-71.0691794964966,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501541000,,,,,,,,,,,
66 CHESTNUT ST,Building,0,,Current,19990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_V5O5UES,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3569827043,-71.069186591,13.12,64.0000028333,8.00011483334,50.8800028333,BOS_H_4,0501443000,,,"https://www.google.com/maps/search//@42.354982704250695,-71.0691865910136,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3569827042507,-71.0691865910136,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501443000,,,,,,,,,,,
9 W CEDAR ST,Building,0,,Current,19000101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_DOBC2NP,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3576636472,-71.0692179752,22.96,70.4999898333,19.5000918333,47.5399898333,BOS_H_4,0501542000,,,"https://www.google.com/maps/search//@42.3556636471707,-71.0692179752348,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3576636471707,-71.0692179752348,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501542000,,,,,,,,,,,
100 MT VERNON ST,Building,0,,Current,18900101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_SHQGMMH,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3578147421,-71.0691444359,28.369945125,93.4999438333,36.0000588333,65.1299987084,BOS_H_4,0501546000,,,"https://www.google.com/maps/search//@42.355814742120195,-71.0691444359175,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3578147421202,-71.0691444359175,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501546000,,,,,,,,,,,
102 MT VERNON ST,Building,0,,Current,18900101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_BF92QEX,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3578168664,-71.069226275,26.4400670576,81.9999668333,26.0000788333,55.5598997758,BOS_H_4,0501545000,,,"https://www.google.com/maps/search//@42.3558168663812,-71.0692262750271,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3578168663812,-71.0692262750271,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501545000,,,,,,,,,,,
65 66H BEACON ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_PBTGV30,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3564099416,-71.0692596307,13.12,91.9999468333,6.50011783333,78.8799468333,BOS_H_4,0501413000,,,"https://www.google.com/maps/search//@42.3544099415612,-71.0692596306588,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3564099415612,-71.0692596306588,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501413000,,,,,,,,,,,
11 W CEDAR ST,Building,0,,Current,19000101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_9U2USTX,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3577196808,-71.0692529463,23.5084989132,73.9999828333,21.5000878333,50.4914839201,BOS_H_4,0501543000,,,"https://www.google.com/maps/search//@42.3557196808316,-71.069252946322,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3577196808316,-71.069252946322,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501543000,,,,,,,,,,,
68 CHESTNUT ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_IM0M6KD,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3569990553,-71.0692841742,13.12,65.4999998333,6.50011783333,52.3799998333,BOS_H_4,0501442000,,,"https://www.google.com/maps/search//@42.3549990553349,-71.0692841741747,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3569990553349,-71.0692841741747,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501442000,,,,,,,,,,,
7 A7 CHARLES ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_OA3BFE1,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3565050806,-71.0693127258,13.12,52.5000258333,6.50011783333,39.3800258333,BOS_H_4,0501414000,,,"https://www.google.com/maps/search//@42.354505080634496,-71.0693127257921,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3565050806345,-71.0693127257921,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501414000,,,,,,,,,,,
11 A W CEDAR ST,Building,0,,Current,18900101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_3AWQV43,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3578143774,-71.0693164958,25.9045664234,64.0000028333,24.5000818333,38.0954364099,BOS_H_4,0501544000,,,"https://www.google.com/maps/search//@42.355814377371296,-71.0693164957501,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3578143773713,-71.0693164957501,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501544000,,,,,,,,,,,
57 A CHESTNUT ST,Building,0,,Current,19000101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_RTKRTQ8,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3572556795,-71.0693148819,13.12,59.0000128333,10.0001108333,45.8800128333,BOS_H_4,0501510000,,,"https://www.google.com/maps/search//@42.3552556794947,-71.0693148818778,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3572556794947,-71.0693148818778,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501510000,,,,,,,,,,,
11 9 CHARLES ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_63K01CH,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3565673622,-71.0693466985,13.12,52.5000258333,6.50011783333,39.3800258333,BOS_H_4,0501415000,,,"https://www.google.com/maps/search//@42.354567362166996,-71.0693466984955,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.356567362167,-71.0693466984955,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501415000,,,,,,,,,,,
2 W CEDAR ST,Building,0,,Current,19000101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_LQ91T4S,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3573151577,-71.0693462606,14.953788623,59.0000128333,10.0001108333,44.0462242103,BOS_H_4,0501520000,,,"https://www.google.com/maps/search//@42.355315157697895,-71.0693462606317,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3573151576979,-71.0693462606317,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501520000,,,,,,,,,,,
70 CHESTNUT ST,Building,0,,Current,18280101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_LCSTXUL,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3569691258,-71.0693531135,13.12,51.0000288333,6.50011783333,37.8800288333,BOS_H_4,0501441000,,,"https://www.google.com/maps/search//@42.354969125844995,-71.06935311354,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.356969125845,-71.06935311354,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501441000,,,,,,,,,,,
3 W CEDAR ST,Building,0,,Current,18260101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_N6VJV9J,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3573645421,-71.0693820416,16.4,62.5000058333,10.0001108333,46.1000058333,BOS_H_4,0501519000,,,"https://www.google.com/maps/search//@42.355364542105995,-71.0693820416322,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.357364542106,-71.0693820416322,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501519000,,,,,,,,,,,
15 CHARLES ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_8YKGIVX,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3566415334,-71.0693882606,13.12,52.5000258333,5.00012083334,39.3800258333,BOS_H_4,0501416000,,,"https://www.google.com/maps/search//@42.3546415334434,-71.0693882606262,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3566415334434,-71.0693882606262,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501416000,,,,,,,,,,,
4 W CEDAR ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_F2FML9Q,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3574144277,-71.0693982761,16.4,62.5000058333,10.0001108333,46.1000058333,BOS_H_4,0501518000,,,"https://www.google.com/maps/search//@42.355414427703195,-71.0693982761197,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3574144277032,-71.0693982761197,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501518000,,,,,,,,,,,
6 W CEDAR ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_BPDOZDA,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3574630071,-71.0694220078,16.4,62.5000058333,11.5001078333,46.1000058333,BOS_H_4,0501517000,,,"https://www.google.com/maps/search//@42.355463007135995,-71.0694220078355,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.357463007136,-71.0694220078355,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501517000,,,,,,,,,,,
17 CHARLES ST,Building,0,,Current,18990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_1SSBFZS,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3567078675,-71.0694273732,13.12,36.0000588333,5.00012083334,22.8800588333,BOS_H_4,0501417000,,,"https://www.google.com/maps/search//@42.3547078674999,-71.0694273732422,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3567078674999,-71.0694273732422,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501417000,,,,,,,,,,,
72 CHESTNUT ST,Building,0,,Current,18280101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_SRGYQHQ,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3569821772,-71.0694388963,13.12,64.0000028333,5.00012083334,50.8800028333,BOS_H_4,0501440000,,,"https://www.google.com/maps/search//@42.3549821771559,-71.0694388962572,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3569821771559,-71.0694388962572,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501440000,,,,,,,,,,,
8 W CEDAR ST,Building,0,,Current,18270101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_IW83FZ6,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3575110529,-71.0694530106,16.4,60.5000098333,11.5001078333,44.1000098333,BOS_H_4,0501516000,,,"https://www.google.com/maps/search//@42.3555110529031,-71.069453010615,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3575110529031,-71.069453010615,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501516000,,,,,,,,,,,
57 A CHESTNUT ST,Building,0,,Current,19000101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_BQGDX6L,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.357219004,-71.0694504026,13.12,52.5000258333,6.50011783333,39.3800258333,BOS_H_4,0501510000,,,"https://www.google.com/maps/search//@42.355219004010195,-71.0694504025687,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3572190040102,-71.0694504025687,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501510000,,,,,,,,,,,
10 W CEDAR ST,Building,0,,Current,18600101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_OSZ90FB,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3575622545,-71.0694732881,16.4529527239,62.5000058333,11.5001078333,46.0470531094,BOS_H_4,0501515000,,,"https://www.google.com/maps/search//@42.355562254544196,-71.0694732881161,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3575622545442,-71.0694732881161,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501515000,,,,,,,,,,,
76 CHESTNUT ST,Building,0,,Current,19990101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_7Q66YVG,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3569632926,-71.069594024,13.12,54.0000228333,5.00012083334,40.8800228333,BOS_H_4,0501438000,,,"https://www.google.com/maps/search//@42.3549632926378,-71.0695940239801,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3569632926378,-71.0695940239801,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501438000,,,,,,,,,,,
59 CHESTNUT ST,Building,0,,Current,18290101,"Boston Assessor, 2018",,,pbcGIS,20170909,Inserted multipatches based on extruded  Bos3d_Building_Poly,BOS_SPQRCM2,Extruded from 2012 Photogrammetric Footprints and DTM by pbcGIS.,GIS Sources,Bos3dBase.gdb/Bos3d_Buildings_Poly,20170909,,1,20110401,"Photogrammetry by Infotech, 2011",42.3572090705,-71.069617157,13.12,56.0000188333,6.50011783333,42.8800188333,BOS_H_4,0501508000,,,"https://www.google.com/maps/search//@42.355209070467396,-71.069617156985,263a,35y,39.46t/data=!3m1!1e3","https://apps.nearmap.com/maps/#/@42.3572090704674,-71.069617156985,21.00z,1d/3D",,https://app01.cityofboston.gov/AssessingMap/?find=0501508000,,,,,,,,,,,
